 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           QOM2MOM_C           MOM2QOM_C        MOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C          MBA2POM1_C          MBA2POM2_C           MBA2MBD_C           MBD2MBA_C        MBA2ENZNm1_C        MBA2ENZNm2_C        MBA2ENZNm3_C        MBA2ENZNm4_C        MBA2ENZNm5_C        MBA2ENZNm6_C        ENZNm2DOM1_C        ENZNm2DOM2_C        ENZNm2DOM3_C        ENZNm2DOM4_C        ENZNm2DOM5_C        ENZNm2DOM6_C            CO2_soil            CO2_root             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3                NFix              Nitrif           Denit_NO3           Denit_NO2            Denit_NO           Denit_N2O           NO_efflux          N2O_efflux           N2_efflux              Nim_VG          Nim_NH4_VG          Nim_NO3_VG       NO32_Leaching        NO3_Leaching        NO2_Leaching            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           QOM2MOM_N           MOM2QOM_N        MOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N          MBA2POM1_N          MBA2POM2_N           MBA2MBD_N           MBD2MBA_N        MBA2ENZNm1_N        MBA2ENZNm2_N        MBA2ENZNm3_N        MBA2ENZNm4_N        MBA2ENZNm5_N        MBA2ENZNm6_N        ENZNm2DOM1_N        ENZNm2DOM2_N        ENZNm2DOM3_N        ENZNm2DOM4_N        ENZNm2DOM5_N        ENZNm2DOM6_N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    200010        0.300358E-04        0.325752E-04        0.228027E-05        0.120528E-04        0.182421E-04        0.195408E-06        0.163806E-04        0.146556E-06        0.122855E-04        0.488520E-07        0.409516E-05        0.401696E-05        0.401696E-05        0.113743E-06        0.165095E-06        0.513519E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.346909E-04        0.148329E-07        0.162362E-08        0.224340E-08        0.174156E-07        0.361155E-07        0.260057E-08        0.302462E-08        0.224137E-07        0.741642E-08        0.741642E-09        0.667478E-08        0.755529E-06        0.499743E-06        0.123692E-09        0.359876E-11        0.381318E-11        0.134612E-13        0.254317E-17        0.289264E-12        0.968591E-10        0.146085E-10        0.171379E-10        0.124913E-10        0.124222E-10        0.130434E-10        0.517527E-04        0.217168E-04        0.300358E-04        0.300358E-04        0.275744E-04        0.246140E-05        0.000000E+00        0.245799E-05        0.340667E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.149423E-05        0.149459E-05        0.149459E-05        0.000000E+00        0.357593E-09        0.944972E-10        0.263096E-09        0.133381E-07        0.136132E-05        0.597006E-09        0.391478E-11        0.467436E-14        0.467643E-10        0.389179E-11        0.624365E-06       -0.369250E-04        0.141568E-05        0.685911E-06        0.729770E-06        0.104331E-07        0.103986E-07        0.344236E-10       -0.348745E-04        0.154584E-05        0.624550E-07        0.241057E-07        0.999280E-06        0.394747E-07        0.345163E-07        0.296060E-07        0.258872E-07        0.986866E-08        0.862907E-08        0.429448E-06        0.429448E-06        0.554565E-08        0.799595E-08        0.245029E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.149462E-05        0.597662E-08        0.541208E-09        0.747801E-09        0.580520E-08        0.130708E-07        0.866858E-09        0.100821E-08        0.747125E-08        0.298831E-08        0.298831E-09        0.268948E-08        0.305295E-06        0.143013E-06        0.412306E-10        0.119959E-11        0.127106E-11        0.448707E-14        0.847724E-18        0.964215E-13        0.322864E-10        0.486949E-11        0.571263E-11        0.416375E-11        0.414075E-11        0.434781E-11
    200011        0.214746E-04        0.614567E-05        0.430197E-06        0.227390E-05        0.344157E-05        0.204331E-06        0.205831E-04        0.153248E-06        0.154373E-04        0.510828E-07        0.514576E-05        0.495349E-05        0.495349E-05        0.437318E-07        0.000000E+00       -0.437318E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.240469E-04        0.221852E-08        0.163853E-08        0.213516E-08        0.169952E-07        0.229874E-07        0.251531E-08        0.295118E-08        0.219503E-07        0.110926E-08        0.110926E-09        0.998333E-09        0.920257E-07        0.615994E-06        0.114112E-09        0.200627E-11        0.392284E-11        0.162489E-13        0.614065E-17        0.232040E-12        0.989986E-10        0.136025E-10        0.160168E-10        0.114176E-10        0.113533E-10        0.119433E-10        0.255717E-04        0.409711E-05        0.214746E-04        0.214746E-04        0.193609E-04        0.211371E-05        0.000000E+00        0.211031E-05        0.339872E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.789510E-06        0.790939E-06        0.790939E-06        0.000000E+00        0.142917E-08        0.151239E-09        0.127793E-08        0.101519E-07        0.106202E-05        0.129220E-08        0.137399E-10        0.131264E-13        0.923188E-10        0.105538E-10        0.454095E-06       -0.118028E-04        0.112388E-05        0.373938E-06        0.749946E-06        0.471318E-07        0.469291E-07        0.202780E-09       -0.101776E-04        0.664856E-06        0.117828E-07        0.454779E-08        0.188525E-06        0.410275E-07        0.434631E-07        0.307706E-07        0.325974E-07        0.102569E-07        0.108658E-07        0.527833E-06        0.527833E-06        0.208688E-08        0.000000E+00       -0.208688E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.791040E-06        0.815000E-09        0.546175E-09        0.711719E-09        0.566508E-08        0.773797E-08        0.838437E-09        0.983725E-09        0.731676E-08        0.407499E-09        0.407499E-10        0.366749E-09        0.338128E-07        0.177925E-06        0.380375E-10        0.668756E-12        0.130761E-11        0.541630E-14        0.204688E-17        0.773467E-13        0.329995E-10        0.453418E-11        0.533894E-11        0.380588E-11        0.378442E-11        0.398110E-11
    200012        0.181349E-04        0.231980E-05        0.162386E-06        0.858325E-06        0.129909E-05        0.183226E-06        0.180907E-04        0.137420E-06        0.135680E-04        0.458065E-07        0.452268E-05        0.458846E-05        0.458846E-05        0.773593E-08        0.000000E+00       -0.773593E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.196314E-04        0.310986E-09        0.175967E-08        0.211052E-08        0.174299E-07        0.216110E-07        0.244491E-08        0.287965E-08        0.215406E-07        0.155493E-09        0.155493E-10        0.139944E-09        0.115361E-07        0.532755E-06        0.925464E-10        0.118907E-11        0.248669E-11        0.162501E-13        0.453934E-17        0.127561E-12        0.992616E-10        0.125588E-10        0.149097E-10        0.104370E-10        0.103767E-10        0.109314E-10        0.196814E-04        0.154653E-05        0.181349E-04        0.181349E-04        0.161947E-04        0.194018E-05        0.000000E+00        0.193687E-05        0.330557E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.621703E-06        0.623906E-06        0.623906E-06        0.000000E+00        0.220323E-08        0.223736E-09        0.197949E-08        0.909850E-08        0.675580E-06        0.666239E-09        0.754461E-11        0.953936E-14        0.314882E-10        0.104832E-10        0.328741E-06       -0.641439E-05        0.944802E-06        0.305544E-06        0.639257E-06        0.127784E-07        0.126954E-07        0.829748E-10       -0.512806E-05        0.537327E-06        0.444765E-08        0.171665E-08        0.711623E-07        0.367407E-07        0.381932E-07        0.275556E-07        0.286449E-07        0.918519E-08        0.954829E-08        0.487271E-06        0.487271E-06        0.369158E-09        0.000000E+00       -0.369158E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.624083E-06        0.101748E-09        0.586557E-09        0.703506E-09        0.580996E-08        0.720176E-08        0.814971E-09        0.959882E-09        0.718020E-08        0.508738E-10        0.508738E-11        0.457864E-10        0.377419E-08        0.153931E-06        0.308488E-10        0.396357E-12        0.828895E-12        0.541672E-14        0.151311E-17        0.425203E-13        0.330872E-10        0.418626E-11        0.496990E-11        0.347899E-11        0.345891E-11        0.364378E-11
    200101        0.151709E-04        0.853538E-06        0.597476E-07        0.315809E-06        0.477981E-06        0.371983E-06        0.162551E-04        0.278987E-06        0.121913E-04        0.929957E-07        0.406377E-05        0.559025E-05        0.559025E-05        0.145277E-08        0.000000E+00       -0.145277E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.185674E-04        0.109993E-07        0.176224E-08        0.194702E-08        0.167051E-07        0.314137E-07        0.238733E-08        0.280761E-08        0.211700E-07        0.549964E-08        0.549963E-09        0.494967E-08        0.371293E-06        0.425032E-06        0.905672E-10        0.165640E-11        0.213554E-11        0.170567E-13        0.161662E-17        0.854898E-13        0.983795E-10        0.115753E-10        0.137973E-10        0.952644E-11        0.947001E-11        0.998467E-11        0.157399E-04        0.569025E-06        0.151709E-04        0.151709E-04        0.133301E-04        0.184074E-05        0.000000E+00        0.183748E-05        0.326393E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.706767E-06        0.709577E-06        0.709577E-06        0.000000E+00        0.280923E-08        0.646244E-09        0.216299E-08        0.612374E-08        0.567015E-06        0.238761E-09        0.504635E-11        0.282021E-14        0.211285E-10        0.195265E-11        0.210366E-06       -0.213553E-04        0.648514E-06        0.277139E-06        0.371374E-06        0.163704E-07        0.162481E-07        0.122287E-09       -0.204800E-04        0.488451E-06        0.163645E-08        0.631618E-09        0.261832E-07        0.745496E-07        0.343902E-07        0.559122E-07        0.257926E-07        0.186374E-07        0.859754E-08        0.591860E-06        0.591860E-06        0.693261E-10        0.000000E+00       -0.693261E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.709958E-06        0.342367E-08        0.587415E-09        0.649008E-09        0.556838E-08        0.102285E-07        0.795777E-09        0.935871E-09        0.705667E-08        0.171183E-08        0.171183E-09        0.154065E-08        0.115581E-06        0.122945E-06        0.301891E-10        0.552134E-12        0.711845E-12        0.568558E-14        0.538874E-18        0.284966E-13        0.327932E-10        0.385844E-11        0.459909E-11        0.317548E-11        0.315667E-11        0.332822E-11
    200102        0.178926E-04        0.181615E-05        0.127130E-06        0.671974E-06        0.101704E-05        0.418328E-06        0.177349E-04        0.313746E-06        0.133012E-04        0.104582E-06        0.443373E-05        0.660264E-05        0.660264E-05        0.356506E-09        0.000000E+00       -0.356506E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.212631E-04        0.115731E-11        0.204320E-08        0.206806E-08        0.185155E-07        0.226280E-07        0.234363E-08        0.273783E-08        0.208446E-07        0.578656E-12        0.578656E-13        0.520790E-12        0.328290E-10        0.597454E-06        0.104670E-09        0.187976E-11        0.261279E-11        0.216004E-13        0.278522E-16        0.352049E-12        0.984176E-10        0.107686E-10        0.128501E-10        0.873361E-11        0.868029E-11        0.917020E-11        0.191034E-04        0.121076E-05        0.178926E-04        0.178926E-04        0.156495E-04        0.224310E-05        0.000000E+00        0.223989E-05        0.320582E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.844463E-06        0.851363E-06        0.851363E-06        0.000000E+00        0.689957E-08        0.137920E-08        0.552037E-08        0.567655E-08        0.936587E-06        0.171159E-08        0.396521E-10        0.506633E-13        0.275805E-09        0.369107E-10        0.469923E-06        0.460326E-05        0.836026E-06        0.349593E-06        0.486433E-06        0.118973E-06        0.118002E-06        0.971805E-09        0.602822E-05        0.520538E-06        0.348201E-08        0.134395E-08        0.557122E-07        0.838115E-07        0.375764E-07        0.628586E-07        0.281823E-07        0.209529E-07        0.939410E-08        0.697036E-06        0.697036E-06        0.170124E-10        0.000000E+00       -0.170124E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.852468E-06        0.315084E-12        0.681065E-09        0.689353E-09        0.617184E-08        0.754258E-08        0.781210E-09        0.912611E-09        0.694819E-08        0.157542E-12        0.157542E-13        0.141788E-12        0.894039E-11        0.172937E-06        0.348900E-10        0.626586E-12        0.870931E-12        0.720014E-14        0.928406E-17        0.117350E-12        0.328059E-10        0.358953E-11        0.428337E-11        0.291120E-11        0.289343E-11        0.305673E-11
    200103        0.212486E-04        0.736707E-05        0.515695E-06        0.272582E-05        0.412556E-05        0.397440E-06        0.140129E-04        0.298080E-06        0.105097E-04        0.993599E-07        0.350323E-05        0.591607E-05        0.591607E-05        0.970455E-10        0.000000E+00       -0.970455E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.208865E-04        0.727474E-08        0.243635E-08        0.227045E-08        0.211977E-07        0.331792E-07        0.233388E-08        0.268918E-08        0.207515E-07        0.363737E-08        0.363737E-09        0.327363E-08        0.247576E-06        0.357585E-06        0.125380E-09        0.271190E-11        0.307013E-11        0.287905E-13        0.123679E-16        0.209750E-12        0.995400E-10        0.100488E-10        0.120075E-10        0.800837E-11        0.795744E-11        0.843001E-11        0.261600E-04        0.491138E-05        0.212486E-04        0.212486E-04        0.187824E-04        0.246625E-05        0.000000E+00        0.246311E-05        0.313809E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.927691E-06        0.938941E-06        0.938941E-06        0.000000E+00        0.112508E-07        0.310906E-08        0.814174E-08        0.681713E-08        0.673909E-06        0.634801E-09        0.143048E-10        0.147360E-13        0.657445E-10        0.198900E-10        0.360078E-06        0.193401E-04        0.791893E-06        0.367257E-06        0.424635E-06        0.325034E-07        0.322038E-07        0.299664E-09        0.205246E-04        0.705569E-06        0.141246E-07        0.545164E-08        0.225993E-06        0.795214E-07        0.296988E-07        0.596410E-07        0.222741E-07        0.198803E-07        0.742471E-08        0.622889E-06        0.622889E-06        0.463101E-11        0.000000E+00       -0.463101E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.940578E-06        0.190537E-08        0.812117E-09        0.756818E-09        0.706589E-08        0.105402E-07        0.777961E-09        0.896393E-09        0.691716E-08        0.952684E-09        0.952684E-10        0.857416E-09        0.648937E-07        0.103488E-06        0.417935E-10        0.903966E-12        0.102338E-11        0.959683E-14        0.412263E-17        0.699166E-13        0.331800E-10        0.334958E-11        0.400248E-11        0.266946E-11        0.265248E-11        0.281000E-11
    200104        0.307187E-04        0.268405E-04        0.187884E-05        0.993099E-05        0.150307E-04        0.422697E-06        0.114674E-04        0.317022E-06        0.860054E-05        0.105674E-06        0.286685E-05        0.555697E-05        0.555697E-05        0.226853E-10        0.000000E+00       -0.226853E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.295330E-04        0.267714E-07        0.277889E-08        0.249087E-08        0.237330E-07        0.557742E-07        0.235767E-08        0.266206E-08        0.208975E-07        0.133857E-07        0.133857E-08        0.120472E-07        0.104104E-05        0.283337E-06        0.193792E-09        0.784880E-11        0.567767E-11        0.466481E-13        0.962685E-17        0.340712E-12        0.104343E-09        0.960155E-11        0.113298E-10        0.732238E-11        0.727268E-11        0.771960E-11        0.486124E-04        0.178937E-04        0.307187E-04        0.307187E-04        0.275756E-04        0.314311E-05        0.000000E+00        0.313987E-05        0.324774E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.148102E-05        0.149804E-05        0.149804E-05        0.000000E+00        0.170226E-07        0.836613E-08        0.865650E-08        0.895780E-08        0.957726E-06        0.812775E-09        0.109548E-10        0.104666E-13        0.168259E-09        0.277327E-11        0.238452E-06        0.268006E-04        0.107117E-05        0.621325E-06        0.449848E-06        0.740317E-07        0.734482E-07        0.583499E-09        0.281843E-04        0.135468E-05        0.514602E-07        0.198620E-07        0.823362E-06        0.840513E-07        0.244599E-07        0.630384E-07        0.183449E-07        0.210128E-07        0.611498E-08        0.583798E-06        0.583798E-06        0.108254E-11        0.000000E+00       -0.108254E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.150015E-05        0.713337E-08        0.926296E-09        0.830291E-09        0.791100E-08        0.168010E-07        0.785892E-09        0.887354E-09        0.696582E-08        0.356669E-08        0.356669E-09        0.321002E-08        0.277403E-06        0.816416E-07        0.645974E-10        0.261627E-11        0.189256E-11        0.155494E-13        0.320895E-17        0.113571E-12        0.347811E-10        0.320052E-11        0.377660E-11        0.244079E-11        0.242423E-11        0.257320E-11
    200105        0.562136E-04        0.643949E-04        0.450764E-05        0.238261E-04        0.360611E-04        0.561608E-06        0.133996E-04        0.421206E-06        0.100497E-04        0.140402E-06        0.334990E-05        0.703918E-05        0.703918E-05        0.412773E-11        0.000000E+00       -0.412773E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.536121E-04        0.144251E-07        0.313975E-08        0.282449E-08        0.268607E-07        0.472500E-07        0.241286E-08        0.266356E-08        0.212998E-07        0.721254E-08        0.721254E-09        0.649128E-08        0.613206E-06        0.269496E-06        0.229520E-09        0.112721E-10        0.629658E-11        0.595103E-13        0.202404E-16        0.706553E-12        0.113793E-09        0.958372E-11        0.108903E-10        0.669718E-11        0.664714E-11        0.712185E-11        0.991436E-04        0.429299E-04        0.562136E-04        0.562136E-04        0.513869E-04        0.482680E-05        0.000000E+00        0.482351E-05        0.328669E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.280860E-05        0.282600E-05        0.282600E-05        0.000000E+00        0.173998E-07        0.105495E-07        0.685029E-08        0.156951E-07        0.118845E-05        0.507982E-09        0.853074E-11        0.169384E-13        0.195429E-09        0.165329E-10        0.684525E-06        0.236223E-04        0.240997E-05        0.154537E-05        0.864601E-06        0.442139E-07        0.438321E-07        0.381756E-09        0.267610E-04        0.260650E-05        0.123461E-06        0.476522E-07        0.197538E-05        0.110072E-06        0.285494E-07        0.825538E-07        0.214121E-07        0.275180E-07        0.713736E-08        0.737943E-06        0.737943E-06        0.196975E-12        0.000000E+00       -0.196975E-12        0.000000E+00        0.000000E+00        0.000000E+00        0.282846E-05        0.411944E-08        0.104658E-08        0.941498E-09        0.895356E-08        0.150611E-07        0.804285E-09        0.887853E-09        0.709992E-08        0.205972E-08        0.205972E-09        0.185375E-08        0.175155E-06        0.776189E-07        0.765068E-10        0.375738E-11        0.209886E-11        0.198368E-13        0.674678E-17        0.235518E-12        0.379312E-10        0.319457E-11        0.363010E-11        0.223239E-11        0.221571E-11        0.237395E-11
    200106        0.100978E-03        0.124369E-03        0.870583E-05        0.460165E-04        0.696466E-04        0.918055E-06        0.220022E-04        0.688541E-06        0.165017E-04        0.229514E-06        0.550055E-05        0.113303E-04        0.113303E-04        0.493914E-12        0.000000E+00       -0.493914E-12        0.000000E+00        0.000000E+00        0.000000E+00        0.981753E-04        0.310986E-12        0.334758E-08        0.325345E-08        0.297285E-07        0.363299E-07        0.248584E-08        0.269616E-08        0.219097E-07        0.155493E-12        0.155493E-13        0.139944E-12        0.125638E-10        0.135317E-05        0.678312E-10        0.210921E-11        0.877482E-12        0.159172E-13        0.162818E-16        0.679911E-12        0.118624E-09        0.947018E-11        0.103030E-10        0.612463E-11        0.607513E-11        0.656171E-11        0.183891E-03        0.829126E-04        0.100978E-03        0.100978E-03        0.935673E-04        0.741106E-05        0.000000E+00        0.740785E-05        0.321172E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.516472E-05        0.517019E-05        0.517019E-05        0.000000E+00        0.546051E-08        0.450195E-08        0.958561E-09        0.334439E-07        0.127980E-05        0.919618E-09        0.128617E-10        0.840697E-13        0.317747E-08        0.879704E-11        0.452851E-06        0.108865E-04        0.657384E-05        0.547998E-05        0.109385E-05        0.684828E-07        0.641545E-07        0.432837E-08        0.179817E-04        0.460563E-05        0.238447E-06        0.920330E-07        0.381515E-05        0.174117E-06        0.464313E-07        0.130588E-06        0.348235E-07        0.435292E-07        0.116078E-07        0.118422E-05        0.118422E-05        0.235695E-13        0.000000E+00       -0.235695E-13        0.000000E+00        0.000000E+00        0.000000E+00        0.517298E-05        0.930527E-13        0.111586E-08        0.108448E-08        0.990952E-08        0.121100E-07        0.828614E-09        0.898720E-09        0.730324E-08        0.465262E-13        0.465262E-14        0.418736E-13        0.375994E-11        0.389788E-06        0.226104E-10        0.703070E-12        0.292494E-12        0.530575E-14        0.542725E-17        0.226637E-12        0.395413E-10        0.315673E-11        0.343434E-11        0.204154E-11        0.202504E-11        0.218724E-11
    200107        0.118039E-03        0.144495E-03        0.101146E-04        0.534631E-04        0.809172E-04        0.107601E-05        0.263399E-04        0.807008E-06        0.197550E-04        0.269003E-06        0.658499E-05        0.124056E-04        0.124056E-04        0.139039E-08        0.165136E-08        0.260962E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.113907E-03        0.144446E-12        0.320171E-08        0.340640E-08        0.297604E-07        0.363686E-07        0.255505E-08        0.275231E-08        0.225972E-07        0.722229E-13        0.722229E-14        0.650006E-13        0.659830E-11        0.136178E-05        0.179226E-10        0.103850E-12        0.626037E-14        0.128840E-14        0.253495E-17        0.239270E-12        0.110751E-09        0.868351E-11        0.942373E-11        0.559819E-11        0.555259E-11        0.603238E-11        0.214369E-03        0.963300E-04        0.118039E-03        0.118039E-03        0.109997E-03        0.804218E-05        0.000000E+00        0.803919E-05        0.298718E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.591877E-05        0.591957E-05        0.591957E-05        0.000000E+00        0.797701E-09        0.792137E-09        0.556452E-11        0.406045E-07        0.549171E-06        0.793394E-10        0.614893E-11        0.377847E-13        0.260271E-08        0.733410E-11        0.604555E-06        0.138369E-04        0.610293E-05        0.578617E-05        0.316756E-06        0.702724E-08        0.558319E-08        0.144405E-08        0.205514E-04        0.527650E-05        0.277034E-06        0.106926E-06        0.443254E-05        0.195485E-06        0.549144E-07        0.146614E-06        0.411858E-07        0.488713E-07        0.137286E-07        0.129118E-05        0.129118E-05        0.745577E-10        0.885516E-10        0.139939E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.592070E-05        0.517780E-13        0.106724E-08        0.113547E-08        0.992012E-08        0.121229E-07        0.851684E-09        0.917437E-09        0.753238E-08        0.258890E-13        0.258890E-14        0.233001E-13        0.236603E-11        0.392331E-06        0.597420E-11        0.346167E-13        0.208679E-14        0.429466E-15        0.844982E-18        0.797566E-13        0.369171E-10        0.289450E-11        0.314124E-11        0.186606E-11        0.185086E-11        0.201079E-11
    200108        0.100035E-03        0.117469E-03        0.822281E-05        0.434634E-04        0.657824E-04        0.103504E-05        0.256080E-04        0.776278E-06        0.192060E-04        0.258759E-06        0.640200E-05        0.109993E-04        0.109993E-04        0.273794E-09        0.257081E-09       -0.167132E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.967941E-04        0.726486E-08        0.274107E-08        0.312182E-08        0.264042E-07        0.395319E-07        0.259352E-08        0.280100E-08        0.231037E-07        0.363243E-08        0.363243E-09        0.326919E-08        0.401588E-06        0.807875E-06        0.303683E-10        0.346376E-12        0.303706E-13        0.147719E-14        0.640424E-18        0.381710E-13        0.103135E-09        0.794328E-11        0.860170E-11        0.510913E-11        0.506740E-11        0.551581E-11        0.178347E-03        0.783124E-04        0.100035E-03        0.100035E-03        0.933576E-04        0.667748E-05        0.000000E+00        0.667464E-05        0.284269E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.492885E-05        0.492902E-05        0.492902E-05        0.000000E+00        0.169641E-09        0.167565E-09        0.207617E-11        0.391121E-07        0.547314E-06        0.464404E-10        0.322807E-11        0.394592E-14        0.695646E-10        0.490927E-11        0.321046E-06       -0.626352E-06        0.511430E-05        0.470773E-05        0.406564E-06        0.183893E-08        0.175753E-08        0.814062E-10        0.481084E-05        0.437562E-05        0.225217E-06        0.869268E-07        0.360348E-05        0.180474E-06        0.530092E-07        0.135355E-06        0.397569E-07        0.451184E-07        0.132523E-07        0.113952E-05        0.113952E-05        0.146385E-10        0.133889E-10       -0.124955E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.492914E-05        0.297689E-08        0.913689E-09        0.104061E-08        0.880140E-08        0.137326E-07        0.864506E-09        0.933668E-09        0.770124E-08        0.148845E-08        0.148845E-09        0.133960E-08        0.164763E-06        0.233937E-06        0.101228E-10        0.115459E-12        0.101235E-13        0.492398E-15        0.213475E-18        0.127237E-13        0.343783E-10        0.264776E-11        0.286723E-11        0.170304E-11        0.168913E-11        0.183860E-11
    200109        0.715562E-04        0.869949E-04        0.608964E-05        0.321881E-04        0.487171E-04        0.835905E-06        0.221794E-04        0.626929E-06        0.166345E-04        0.208976E-06        0.554484E-05        0.847880E-05        0.847880E-05        0.176545E-07        0.330950E-07        0.154405E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.744782E-04        0.145451E-07        0.243985E-08        0.286835E-08        0.239061E-07        0.437594E-07        0.259013E-08        0.281475E-08        0.232529E-07        0.727254E-08        0.727254E-09        0.654529E-08        0.788879E-06        0.526558E-06        0.649294E-10        0.160073E-11        0.243117E-12        0.309926E-14        0.783497E-18        0.923307E-13        0.980845E-10        0.733457E-11        0.787087E-11        0.466965E-11        0.463134E-11        0.504578E-11        0.129553E-03        0.579966E-04        0.715562E-04        0.715562E-04        0.664952E-04        0.506097E-05        0.000000E+00        0.505812E-05        0.284520E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.369525E-05        0.369558E-05        0.369558E-05        0.000000E+00        0.337071E-09        0.318746E-09        0.183260E-10        0.260215E-07        0.782145E-06        0.131039E-09        0.199340E-11        0.141718E-14        0.446490E-10        0.199633E-11        0.315202E-06       -0.192139E-04        0.338869E-05        0.294637E-05        0.442322E-06        0.682404E-08        0.675525E-08        0.687973E-10       -0.155032E-04        0.335983E-05        0.166791E-06        0.643762E-07        0.266866E-05        0.141461E-06        0.458781E-07        0.106095E-06        0.344086E-07        0.353651E-07        0.114695E-07        0.874702E-06        0.874702E-06        0.920112E-09        0.172449E-08        0.804377E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.369568E-05        0.589438E-08        0.813285E-09        0.956117E-09        0.796871E-08        0.156325E-07        0.863377E-09        0.938249E-09        0.775095E-08        0.294719E-08        0.294719E-09        0.265247E-08        0.320438E-06        0.155141E-06        0.216431E-10        0.533576E-12        0.810391E-13        0.103309E-14        0.261166E-18        0.307769E-13        0.326948E-10        0.244486E-11        0.262363E-11        0.155655E-11        0.154378E-11        0.168193E-11
