 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon                 fRa                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                Kp2u                Ku2p                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB             VNup_VG             rNleach             bNup_VG            KsNH4_MB            KsNO3_MB                 YgN            Qmax_NH4             Kba_NH4            KsNH4_VG            KsNO3_VG              fpENZN                VNif                VNit             VDenit1             VDenit2             VDenit3             VDenit4               KsNif               KsNit            KsDenit1            KsDenit2            KsDenit3            KsDenit4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    199907        0.200000E+00        0.300000E+00        0.213093E+02        0.480445E+02        0.405607E+02        0.584586E+02        0.584586E+01        0.584586E+03        0.150000E+01        0.600000E+01        0.589502E-02        0.358374E-01        0.487155E-05        0.974311E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.408693E-02        0.501223E-01        0.220437E-03        0.977623E-04        0.204454E+00        0.180000E+01        0.103073E-01        0.536884E-11        0.100000E-02        0.224363E-06        0.524370E-09        0.220425E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.961191E-01        0.316809E-04        0.200000E-01        0.500000E+00        0.175376E-03        0.399467E-03        0.415214E-06        0.574420E-02        0.100000E+03        0.115343E-02        0.173015E-02        0.100000E+01        0.610396E-01        0.170880E+03        0.412362E+00        0.288906E+00        0.690024E+00        0.509031E+00        0.974311E-01        0.116917E-02        0.175376E-02        0.175376E-02        0.175376E-02        0.175376E-02
    199908        0.200000E+00        0.300000E+00        0.175037E+02        0.390155E+02        0.324999E+02        0.564043E+02        0.564043E+01        0.564043E+03        0.150000E+01        0.600000E+01        0.575745E-02        0.356296E-01        0.470036E-05        0.940071E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.386059E-02        0.501223E-01        0.215293E-03        0.943268E-04        0.208749E+00        0.180000E+01        0.103073E-01        0.393752E-06        0.100000E-02        0.224363E-06        0.366550E-04        0.138397E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.907960E-01        0.240921E-04        0.200000E-01        0.500000E+00        0.169213E-03        0.385429E-03        0.115643E-07        0.574420E-02        0.100000E+03        0.108955E-02        0.163433E-02        0.100000E+01        0.576592E-01        0.104879E+03        0.815143E-01        0.183785E+00        0.311386E+00        0.821429E-01        0.940071E-01        0.112809E-02        0.169213E-02        0.169213E-02        0.169213E-02        0.169213E-02
    199909        0.200000E+00        0.300000E+00        0.119943E+02        0.273949E+02        0.216780E+02        0.486545E+02        0.486545E+01        0.486545E+03        0.150000E+01        0.600000E+01        0.521090E-02        0.347366E-01        0.405454E-05        0.810908E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.307755E-02        0.501223E-01        0.194855E-03        0.813666E-04        0.227223E+00        0.180000E+01        0.103073E-01        0.786097E-06        0.100000E-02        0.224363E-06        0.670913E-04        0.924424E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.723798E-01        0.154013E-04        0.200000E-01        0.500000E+00        0.145963E-03        0.332473E-03        0.100510E-05        0.574420E-02        0.100000E+03        0.868559E-03        0.130284E-02        0.100000E+01        0.459642E-01        0.661554E+02        0.369576E-01        0.813163E-01        0.193886E+00        0.358474E-01        0.810908E-01        0.973090E-03        0.145963E-02        0.145963E-02        0.145963E-02        0.145963E-02
    199910        0.200000E+00        0.300000E+00        0.117400E+02        0.319350E+02        0.239050E+02        0.417100E+02        0.417100E+01        0.417100E+03        0.150000E+01        0.600000E+01        0.470684E-02        0.338760E-01        0.347584E-05        0.695167E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.240868E-02        0.501223E-01        0.176007E-03        0.697530E-04        0.245038E+00        0.180000E+01        0.103073E-01        0.439658E-10        0.100000E-02        0.224363E-06        0.331943E-08        0.175927E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.566490E-01        0.186715E-04        0.200000E-01        0.500000E+00        0.125130E-03        0.285018E-03        0.682084E-06        0.574420E-02        0.100000E+03        0.679788E-03        0.101968E-02        0.100000E+01        0.359745E-01        0.996877E+02        0.157507E+00        0.339836E+00        0.328277E+00        0.178297E+00        0.695167E-01        0.834200E-03        0.125130E-02        0.125130E-02        0.125130E-02        0.125130E-02
    199911        0.200000E+00        0.300000E+00        0.421297E+01        0.122233E+02        0.830697E+01        0.305177E+02        0.305177E+01        0.305177E+03        0.150000E+01        0.600000E+01        0.382059E-02        0.321508E-01        0.254314E-05        0.508629E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.147842E-02        0.501223E-01        0.142867E-03        0.510358E-04        0.280837E+00        0.180000E+01        0.103073E-01        0.107920E-05        0.100000E-02        0.224363E-06        0.647347E-04        0.781216E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.347705E-01        0.648834E-05        0.200000E-01        0.500000E+00        0.915532E-04        0.208538E-03        0.203245E-06        0.574420E-02        0.100000E+03        0.417246E-03        0.625868E-03        0.100000E+01        0.220807E-01        0.399474E+02        0.672596E-01        0.135086E+00        0.134333E+00        0.797835E-01        0.508629E-01        0.610355E-03        0.915532E-03        0.915532E-03        0.915532E-03        0.915532E-03
    199912        0.200000E+00        0.300000E+00        0.617384E+00        0.000000E+00        0.000000E+00        0.261653E+02        0.261653E+01        0.261653E+03        0.150000E+01        0.600000E+01        0.344745E-02        0.313329E-01        0.218044E-05        0.436088E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.116251E-02        0.501223E-01        0.128913E-03        0.437571E-04        0.297859E+00        0.180000E+01        0.103073E-01        0.231256E-05        0.100000E-02        0.224363E-06        0.128913E-03        0.567054E-13        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.273407E-01        0.000000E+00        0.200000E-01        0.500000E+00        0.784959E-04        0.178796E-03        0.268714E-06        0.574420E-02        0.100000E+03        0.328088E-03        0.492132E-03        0.100000E+01        0.173624E-01        0.260793E+01        0.000000E+00        0.000000E+00        0.448064E-02        0.000000E+00        0.436088E-01        0.523306E-03        0.784959E-03        0.784959E-03        0.784959E-03        0.784959E-03
    200001        0.200000E+00        0.300000E+00        0.129950E+01        0.101026E+02        0.469138E+01        0.214392E+02        0.214392E+01        0.214392E+03        0.150000E+01        0.600000E+01        0.301854E-02        0.303085E-01        0.178660E-05        0.357320E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.850976E-03        0.501223E-01        0.112875E-03        0.358535E-04        0.319231E+00        0.180000E+01        0.103073E-01        0.339630E-06        0.100000E-02        0.224363E-06        0.172539E-04        0.907971E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.200138E-01        0.543921E-05        0.200000E-01        0.500000E+00        0.643177E-04        0.146501E-03        0.100827E-04        0.574420E-02        0.100000E+03        0.240166E-03        0.360249E-03        0.100000E+01        0.127096E-01        0.270893E+02        0.347880E-01        0.808624E-01        0.856353E-01        0.372769E-01        0.357320E-01        0.428784E-03        0.643177E-03        0.643177E-03        0.643177E-03        0.643177E-03
    200002        0.200000E+00        0.300000E+00        0.143231E+01        0.112672E+02        0.525024E+01        0.213718E+02        0.213718E+01        0.213718E+03        0.150000E+01        0.600000E+01        0.301196E-02        0.302910E-01        0.178098E-05        0.356196E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.847054E-03        0.501223E-01        0.112629E-03        0.357407E-04        0.319597E+00        0.180000E+01        0.103073E-01        0.422494E-07        0.100000E-02        0.224363E-06        0.188067E-05        0.100809E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.199216E-01        0.599309E-05        0.200000E-01        0.500000E+00        0.641153E-04        0.146041E-03        0.808838E-04        0.574420E-02        0.100000E+03        0.239059E-03        0.358589E-03        0.100000E+01        0.126510E-01        0.268538E+02        0.303436E-01        0.601362E-01        0.872700E-01        0.339492E-01        0.356196E-01        0.427435E-03        0.641153E-03        0.641153E-03        0.641153E-03        0.641153E-03
    200003        0.200000E+00        0.300000E+00        0.879621E+00        0.589739E+01        0.270519E+01        0.211148E+02        0.211148E+01        0.211148E+03        0.150000E+01        0.600000E+01        0.298680E-02        0.302239E-01        0.175957E-05        0.351914E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.832229E-03        0.501223E-01        0.111688E-03        0.353110E-04        0.321003E+00        0.180000E+01        0.103073E-01        0.135617E-05        0.100000E-02        0.224363E-06        0.673955E-04        0.113875E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.195729E-01        0.258889E-05        0.200000E-01        0.500000E+00        0.633445E-04        0.144285E-03        0.153646E-03        0.574420E-02        0.100000E+03        0.234875E-03        0.352312E-03        0.100000E+01        0.124296E-01        0.107122E+02        0.000000E+00        0.000000E+00        0.298687E-01        0.000000E+00        0.351914E-01        0.422296E-03        0.633445E-03        0.633445E-03        0.633445E-03        0.633445E-03
    200004        0.200000E+00        0.300000E+00        0.120633E+01        0.589408E+01        0.297520E+01        0.269371E+02        0.269371E+01        0.269371E+03        0.150000E+01        0.600000E+01        0.351461E-02        0.314835E-01        0.224475E-05        0.448951E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.121712E-02        0.501223E-01        0.131425E-03        0.450477E-04        0.294723E+00        0.180000E+01        0.103073E-01        0.221486E-05        0.100000E-02        0.224363E-06        0.126052E-03        0.276825E-06        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.286249E-01        0.238505E-05        0.200000E-01        0.500000E+00        0.808111E-04        0.184070E-03        0.258455E-03        0.574420E-02        0.100000E+03        0.343499E-03        0.515249E-03        0.100000E+01        0.181780E-01        0.134554E+02        0.000000E+00        0.000000E+00        0.369380E-01        0.000000E+00        0.448951E-01        0.538741E-03        0.808111E-03        0.808111E-03        0.808111E-03        0.808111E-03
    200005        0.200000E+00        0.300000E+00        0.223519E+01        0.102930E+02        0.597056E+01        0.353209E+02        0.353209E+01        0.353209E+03        0.150000E+01        0.600000E+01        0.420537E-02        0.329132E-01        0.294341E-05        0.588682E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.187006E-02        0.501223E-01        0.157255E-03        0.590684E-04        0.265010E+00        0.180000E+01        0.103073E-01        0.149940E-05        0.100000E-02        0.224363E-06        0.964616E-04        0.463742E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.439812E-01        0.624000E-05        0.200000E-01        0.500000E+00        0.105963E-03        0.241360E-03        0.810627E-03        0.574420E-02        0.100000E+03        0.527775E-03        0.791662E-03        0.100000E+01        0.279299E-01        0.269919E+02        0.587754E-01        0.323477E-02        0.128800E+00        0.730529E-01        0.588682E-01        0.706419E-03        0.105963E-02        0.105963E-02        0.105963E-02        0.105963E-02
    200006        0.200000E+00        0.300000E+00        0.709660E+01        0.345737E+02        0.219992E+02        0.510831E+02        0.510831E+01        0.510831E+03        0.150000E+01        0.600000E+01        0.538200E-02        0.350162E-01        0.425693E-05        0.851386E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.332381E-02        0.501223E-01        0.201253E-03        0.854281E-04        0.221440E+00        0.180000E+01        0.103073E-01        0.277719E-11        0.100000E-02        0.224363E-06        0.260409E-09        0.201247E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.781715E-01        0.257653E-04        0.200000E-01        0.500000E+00        0.153249E-03        0.349068E-03        0.670780E-03        0.574420E-02        0.100000E+03        0.938058E-03        0.140709E-02        0.100000E+01        0.496421E-01        0.116648E+03        0.392151E+00        0.263956E+00        0.603653E+00        0.494177E+00        0.851386E-01        0.102166E-02        0.153249E-02        0.153249E-02        0.153249E-02        0.153249E-02
    200007        0.200000E+00        0.300000E+00        0.943032E+01        0.421694E+02        0.283589E+02        0.602672E+02        0.602672E+01        0.602672E+03        0.150000E+01        0.600000E+01        0.601674E-02        0.360227E-01        0.502227E-05        0.100445E-02        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.428468E-02        0.501223E-01        0.224989E-03        0.100787E-03        0.200625E+00        0.180000E+01        0.103073E-01        0.309302E-10        0.100000E-02        0.224363E-06        0.300472E-08        0.224916E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.100770E+00        0.332138E-04        0.200000E-01        0.500000E+00        0.180802E-03        0.411826E-03        0.707886E-04        0.574420E-02        0.100000E+03        0.120924E-02        0.181386E-02        0.100000E+01        0.639930E-01        0.182700E+03        0.279162E+00        0.684385E+00        0.583021E+00        0.315713E+00        0.100445E+00        0.120534E-02        0.180802E-02        0.180802E-02        0.180802E-02        0.180802E-02
    200008        0.200000E+00        0.300000E+00        0.801416E+01        0.375310E+02        0.244814E+02        0.553331E+02        0.553331E+01        0.553331E+03        0.150000E+01        0.600000E+01        0.568346E-02        0.355126E-01        0.461109E-05        0.922218E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.374857E-02        0.501223E-01        0.212526E-03        0.925354E-04        0.211169E+00        0.180000E+01        0.103073E-01        0.271852E-08        0.100000E-02        0.224363E-06        0.255476E-06        0.208722E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.881614E-01        0.285245E-04        0.200000E-01        0.500000E+00        0.165999E-03        0.378110E-03        0.681017E-05        0.574420E-02        0.100000E+03        0.105794E-02        0.158691E-02        0.100000E+01        0.559861E-01        0.150809E+03        0.213838E+00        0.526093E+00        0.477536E+00        0.240146E+00        0.922218E-01        0.110666E-02        0.165999E-02        0.165999E-02        0.165999E-02        0.165999E-02
    200009        0.200000E+00        0.300000E+00        0.326206E+01        0.117699E+02        0.744809E+01        0.505020E+02        0.505020E+01        0.505020E+03        0.150000E+01        0.600000E+01        0.534045E-02        0.349463E-01        0.420850E-05        0.841700E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.326586E-02        0.501223E-01        0.199700E-03        0.844562E-04        0.222885E+00        0.180000E+01        0.103073E-01        0.180180E-05        0.100000E-02        0.224363E-06        0.158514E-03        0.296905E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.768087E-01        0.715710E-05        0.200000E-01        0.500000E+00        0.151506E-03        0.345097E-03        0.429740E-06        0.574420E-02        0.100000E+03        0.921705E-03        0.138256E-02        0.100000E+01        0.487767E-01        0.412969E+02        0.281532E-02        0.222839E-02        0.114954E+00        0.956427E-03        0.841700E-01        0.101004E-02        0.151506E-02        0.151506E-02        0.151506E-02        0.151506E-02
    200010        0.200000E+00        0.300000E+00        0.251090E+01        0.136041E+02        0.748561E+01        0.340960E+02        0.340960E+01        0.340960E+03        0.150000E+01        0.600000E+01        0.411026E-02        0.327332E-01        0.284134E-05        0.568267E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.176461E-02        0.501223E-01        0.153698E-03        0.570199E-04        0.268744E+00        0.180000E+01        0.103073E-01        0.865722E-06        0.100000E-02        0.224363E-06        0.579161E-04        0.784214E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.415013E-01        0.809122E-05        0.200000E-01        0.500000E+00        0.102288E-03        0.232989E-03        0.263296E-04        0.574420E-02        0.100000E+03        0.498016E-03        0.747024E-03        0.100000E+01        0.263551E-01        0.358196E+02        0.121419E-01        0.204172E-01        0.103312E+00        0.891711E-02        0.568267E-01        0.681921E-03        0.102288E-02        0.102288E-02        0.102288E-02        0.102288E-02
    200011        0.200000E+00        0.300000E+00        0.210825E+01        0.146709E+02        0.738416E+01        0.268111E+02        0.268111E+01        0.268111E+03        0.150000E+01        0.600000E+01        0.350642E-02        0.314744E-01        0.223425E-05        0.446851E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.120437E-02        0.501223E-01        0.131118E-03        0.448370E-04        0.294907E+00        0.180000E+01        0.103073E-01        0.119222E-06        0.100000E-02        0.224363E-06        0.688045E-05        0.115692E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.283253E-01        0.840933E-05        0.200000E-01        0.500000E+00        0.804332E-04        0.183209E-03        0.129263E-03        0.574420E-02        0.100000E+03        0.339903E-03        0.509855E-03        0.100000E+01        0.179877E-01        0.361703E+02        0.238084E-01        0.487457E-01        0.106884E+00        0.214180E-01        0.446851E-01        0.536221E-03        0.804332E-03        0.804332E-03        0.804332E-03        0.804332E-03
    200012        0.200000E+00        0.300000E+00        0.175529E+01        0.129732E+02        0.629568E+01        0.241557E+02        0.241557E+01        0.241557E+03        0.150000E+01        0.600000E+01        0.327124E-02        0.309341E-01        0.201298E-05        0.402595E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.102239E-02        0.501223E-01        0.122324E-03        0.403964E-04        0.306166E+00        0.180000E+01        0.103073E-01        0.145867E-07        0.100000E-02        0.224363E-06        0.770192E-06        0.110003E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.240451E-01        0.716024E-05        0.200000E-01        0.500000E+00        0.724671E-04        0.165064E-03        0.283009E-03        0.574420E-02        0.100000E+03        0.288541E-03        0.432812E-03        0.100000E+01        0.152696E-01        0.287678E+02        0.145697E-01        0.220732E-01        0.843048E-01        0.962162E-02        0.402595E-01        0.483114E-03        0.724671E-03        0.724671E-03        0.724671E-03        0.724671E-03
    200101        0.200000E+00        0.300000E+00        0.312481E+01        0.111125E+02        0.667150E+01        0.204039E+02        0.204039E+01        0.204039E+03        0.150000E+01        0.600000E+01        0.291898E-02        0.300497E-01        0.170033E-05        0.340065E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.789287E-03        0.501223E-01        0.109152E-03        0.341221E-04        0.324645E+00        0.180000E+01        0.103073E-01        0.486945E-06        0.100000E-02        0.224363E-06        0.224167E-04        0.778267E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.185630E-01        0.469911E-05        0.200000E-01        0.500000E+00        0.612117E-04        0.139427E-03        0.532478E-03        0.574420E-02        0.100000E+03        0.222756E-03        0.334133E-03        0.100000E+01        0.117882E-01        0.182074E+02        0.520103E-02        0.122666E-01        0.530469E-01        0.540704E-02        0.340065E-01        0.408078E-03        0.612117E-03        0.612117E-03        0.612117E-03        0.612117E-03
    200102        0.200000E+00        0.300000E+00        0.343688E+01        0.130041E+02        0.768135E+01        0.197476E+02        0.197476E+01        0.197476E+03        0.150000E+01        0.600000E+01        0.285909E-02        0.299060E-01        0.164563E-05        0.329126E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.746641E-03        0.501223E-01        0.106912E-03        0.330245E-04        0.327642E+00        0.180000E+01        0.103073E-01        0.443545E-10        0.100000E-02        0.224363E-06        0.206423E-08        0.106862E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.175600E-01        0.578778E-05        0.200000E-01        0.500000E+00        0.592427E-04        0.134942E-03        0.128850E-02        0.574420E-02        0.100000E+03        0.210720E-03        0.316080E-03        0.100000E+01        0.111513E-01        0.310883E+02        0.388809E-01        0.932974E-01        0.926447E-01        0.411187E-01        0.329126E-01        0.394951E-03        0.592427E-03        0.592427E-03        0.592427E-03        0.592427E-03
    200103        0.200000E+00        0.300000E+00        0.371905E+01        0.126779E+02        0.783468E+01        0.222660E+02        0.222660E+01        0.222660E+03        0.150000E+01        0.600000E+01        0.309436E-02        0.304922E-01        0.185550E-05        0.371100E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.904433E-03        0.501223E-01        0.115710E-03        0.372362E-04        0.315397E+00        0.180000E+01        0.103073E-01        0.264742E-06        0.100000E-02        0.224363E-06        0.134257E-04        0.693637E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.212710E-01        0.557821E-05        0.200000E-01        0.500000E+00        0.667980E-04        0.152151E-03        0.175156E-02        0.574420E-02        0.100000E+03        0.255252E-03        0.382878E-03        0.100000E+01        0.135079E-01        0.237119E+02        0.170886E-01        0.387355E-01        0.692800E-01        0.170422E-01        0.371100E-01        0.445320E-03        0.667980E-03        0.667980E-03        0.667980E-03        0.667980E-03
    200104        0.200000E+00        0.300000E+00        0.505316E+01        0.140646E+02        0.957710E+01        0.282924E+02        0.282924E+01        0.282924E+03        0.150000E+01        0.600000E+01        0.362921E-02        0.317295E-01        0.235770E-05        0.471540E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.131781E-02        0.501223E-01        0.135710E-03        0.473144E-04        0.289607E+00        0.180000E+01        0.103073E-01        0.100521E-05        0.100000E-02        0.224363E-06        0.560503E-04        0.482318E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.309932E-01        0.648574E-05        0.200000E-01        0.500000E+00        0.848773E-04        0.193332E-03        0.143514E-02        0.574420E-02        0.100000E+03        0.371918E-03        0.557877E-03        0.100000E+01        0.196819E-01        0.283367E+02        0.260659E-01        0.466461E-01        0.888636E-01        0.306336E-01        0.471540E-01        0.565848E-03        0.848773E-03        0.848773E-03        0.848773E-03        0.848773E-03
    200105        0.200000E+00        0.300000E+00        0.837112E+01        0.206036E+02        0.153202E+02        0.377263E+02        0.377263E+01        0.377263E+03        0.150000E+01        0.600000E+01        0.440103E-02        0.333086E-01        0.314386E-05        0.628772E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.206029E-02        0.501223E-01        0.164571E-03        0.630910E-04        0.256801E+00        0.180000E+01        0.103073E-01        0.586360E-06        0.100000E-02        0.224363E-06        0.417459E-04        0.443453E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.484553E-01        0.102993E-04        0.200000E-01        0.500000E+00        0.113179E-03        0.257797E-03        0.896870E-03        0.574420E-02        0.100000E+03        0.581463E-03        0.872195E-03        0.100000E+01        0.307711E-01        0.374571E+02        0.176754E-01        0.370099E-01        0.112022E+00        0.208153E-01        0.628772E-01        0.754527E-03        0.113179E-02        0.113179E-02        0.113179E-02        0.113179E-02
    200106        0.200000E+00        0.300000E+00        0.161354E+02        0.374992E+02        0.302705E+02        0.473811E+02        0.473811E+01        0.473811E+03        0.150000E+01        0.600000E+01        0.512384E-02        0.346012E-01        0.394843E-05        0.789686E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.294235E-02        0.501223E-01        0.191600E-03        0.792370E-04        0.230022E+00        0.180000E+01        0.103073E-01        0.132810E-10        0.100000E-02        0.224363E-06        0.102669E-08        0.191575E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.692002E-01        0.228084E-04        0.200000E-01        0.500000E+00        0.142143E-03        0.323771E-03        0.542247E-03        0.574420E-02        0.100000E+03        0.830402E-03        0.124560E-02        0.100000E+01        0.439449E-01        0.114870E+03        0.324062E+00        0.768825E-01        0.521696E+00        0.405159E+00        0.789686E-01        0.947622E-03        0.142143E-02        0.142143E-02        0.142143E-02        0.142143E-02
    200107        0.200000E+00        0.300000E+00        0.196308E+02        0.429263E+02        0.360320E+02        0.529963E+02        0.529963E+01        0.529963E+03        0.150000E+01        0.600000E+01        0.552276E-02        0.352600E-01        0.441636E-05        0.883271E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.350237E-02        0.501223E-01        0.206517E-03        0.886274E-04        0.216393E+00        0.180000E+01        0.103073E-01        0.692092E-11        0.100000E-02        0.224363E-06        0.624020E-09        0.206502E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.823712E-01        0.271496E-04        0.200000E-01        0.500000E+00        0.158989E-03        0.362141E-03        0.189212E-03        0.574420E-02        0.100000E+03        0.988456E-03        0.148268E-02        0.100000E+01        0.523091E-01        0.146103E+03        0.348529E+00        0.248793E+00        0.586881E+00        0.429318E+00        0.883271E-01        0.105993E-02        0.158989E-02        0.158989E-02        0.158989E-02        0.158989E-02
    200108        0.200000E+00        0.300000E+00        0.186875E+02        0.384948E+02        0.328604E+02        0.556374E+02        0.556374E+01        0.556374E+03        0.150000E+01        0.600000E+01        0.570399E-02        0.355439E-01        0.463645E-05        0.927289E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.378169E-02        0.501223E-01        0.213294E-03        0.930442E-04        0.210521E+00        0.180000E+01        0.103073E-01        0.393754E-06        0.100000E-02        0.224363E-06        0.366507E-04        0.136466E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.889404E-01        0.234614E-04        0.200000E-01        0.500000E+00        0.166912E-03        0.380189E-03        0.228753E-04        0.574420E-02        0.100000E+03        0.106729E-02        0.160093E-02        0.100000E+01        0.564808E-01        0.100836E+03        0.746892E-01        0.166163E+00        0.298926E+00        0.742290E-01        0.927289E-01        0.111275E-02        0.166912E-02        0.166912E-02        0.166912E-02        0.166912E-02
    200109        0.200000E+00        0.300000E+00        0.124644E+02        0.265462E+02        0.213541E+02        0.475022E+02        0.475022E+01        0.475022E+03        0.150000E+01        0.600000E+01        0.513129E-02        0.346106E-01        0.395851E-05        0.791703E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.295707E-02        0.501223E-01        0.191878E-03        0.794394E-04        0.229829E+00        0.180000E+01        0.103073E-01        0.786094E-06        0.100000E-02        0.224363E-06        0.672613E-04        0.907360E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.695463E-01        0.146124E-04        0.200000E-01        0.500000E+00        0.142506E-03        0.324598E-03        0.260542E-04        0.574420E-02        0.100000E+03        0.834555E-03        0.125183E-02        0.100000E+01        0.441647E-01        0.643727E+02        0.410450E-01        0.945860E-01        0.190686E+00        0.419766E-01        0.791703E-01        0.950043E-03        0.142507E-02        0.142507E-02        0.142507E-02        0.142507E-02
